Country,Country code,Poptype,year,population
Timor-Leste,626,FemalePop,1990,366
Timor-Leste,626,FemalePop,1995,424
Timor-Leste,626,FemalePop,2000,418
Timor-Leste,626,FemalePop,2005,488
Timor-Leste,626,FemalePop,2010,520
Timor-Leste,626,FemalePop,2015,583
Viet Nam,704,Pop,1990,68210
Viet Nam,704,Pop,1995,75199
Viet Nam,704,Pop,2000,80286
Viet Nam,704,Pop,2005,84204
Viet Nam,704,Pop,2010,88358
Viet Nam,704,Pop,2015,93448
Viet Nam,704,MalePop,1990,33584
Viet Nam,704,MalePop,1995,37054
Viet Nam,704,MalePop,2000,39551
Viet Nam,704,MalePop,2005,41470
Viet Nam,704,MalePop,2010,43627
Viet Nam,704,MalePop,2015,46224
Viet Nam,704,FemalePop,1990,34626
Viet Nam,704,FemalePop,1995,38145
Viet Nam,704,FemalePop,2000,40734
Viet Nam,704,FemalePop,2005,42734
Viet Nam,704,FemalePop,2010,44731
Viet Nam,704,FemalePop,2015,47223
Afghanistan,4,Pop,1990,12068
Afghanistan,4,Pop,1995,16773
Afghanistan,4,Pop,2000,19702
Afghanistan,4,Pop,2005,24400
Afghanistan,4,Pop,2010,27962
Afghanistan,4,Pop,2015,32527
Afghanistan,4,MalePop,1990,6180
Afghanistan,4,MalePop,1995,8682
Afghanistan,4,MalePop,2000,10147
Afghanistan,4,MalePop,2005,12616
Afghanistan,4,MalePop,2010,14368
Afghanistan,4,MalePop,2015,16774
Afghanistan,4,FemalePop,1990,5888
Afghanistan,4,FemalePop,1995,8090
Afghanistan,4,FemalePop,2000,9555
Afghanistan,4,FemalePop,2005,11784
Afghanistan,4,FemalePop,2010,13595
Afghanistan,4,FemalePop,2015,15753
Bangladesh,50,Pop,1990,105983
Bangladesh,50,Pop,1995,118428
Bangladesh,50,Pop,2000,131281
Bangladesh,50,Pop,2005,142930
Bangladesh,50,Pop,2010,151617
Bangladesh,50,Pop,2015,160996
Bangladesh,50,MalePop,1990,54175
Bangladesh,50,MalePop,1995,60475
Bangladesh,50,MalePop,2000,67000
Bangladesh,50,MalePop,2005,72793
Bangladesh,50,MalePop,2010,76666
Bangladesh,50,MalePop,2015,81277
Bangladesh,50,FemalePop,1990,51808
Bangladesh,50,FemalePop,1995,57953
Bangladesh,50,FemalePop,2000,64280
Bangladesh,50,FemalePop,2005,70137
Bangladesh,50,FemalePop,2010,74951
Bangladesh,50,FemalePop,2015,79719
Bhutan,64,Pop,1990,536
Bhutan,64,Pop,1995,509
Bhutan,64,Pop,2000,564
Bhutan,64,Pop,2005,651
Bhutan,64,Pop,2010,720
Bhutan,64,Pop,2015,775
Bhutan,64,MalePop,1990,277
Bhutan,64,MalePop,1995,262
Bhutan,64,MalePop,2000,290
Bhutan,64,MalePop,2005,347
Bhutan,64,MalePop,2010,386
Bhutan,64,MalePop,2015,416
Bhutan,64,FemalePop,1990,258
Bhutan,64,FemalePop,1995,247
Bhutan,64,FemalePop,2000,274
Bhutan,64,FemalePop,2005,304
Bhutan,64,FemalePop,2010,334
Bhutan,64,FemalePop,2015,359
India,356,Pop,1990,870602
India,356,Pop,1995,960875
India,356,Pop,2000,1053481
India,356,Pop,2005,1144326
India,356,Pop,2010,1230985
India,356,Pop,2015,1311051
India,356,MalePop,1990,450560
India,356,MalePop,1995,497499
India,356,MalePop,2000,545691
India,356,MalePop,2005,593104
India,356,MalePop,2010,638355
India,356,MalePop,2015,679548
India,356,FemalePop,1990,420042
India,356,FemalePop,1995,463376
India,356,FemalePop,2000,507790
India,356,FemalePop,2005,551223
India,356,FemalePop,2010,592630
India,356,FemalePop,2015,631502
Iran (Islamic Republic of),364,Pop,1990,56169
Iran (Islamic Republic of),364,Pop,1995,60319
Iran (Islamic Republic of),364,Pop,2000,65850
Iran (Islamic Republic of),364,Pop,2005,70122
Iran (Islamic Republic of),364,Pop,2010,74253
Iran (Islamic Republic of),364,Pop,2015,79109
Iran (Islamic Republic of),364,MalePop,1990,28617
Iran (Islamic Republic of),364,MalePop,1995,30591
Iran (Islamic Republic of),364,MalePop,2000,33373
Iran (Islamic Republic of),364,MalePop,2005,35797
Iran (Islamic Republic of),364,MalePop,2010,37543
Iran (Islamic Republic of),364,MalePop,2015,39835
Iran (Islamic Republic of),364,FemalePop,1990,27552
Iran (Islamic Republic of),364,FemalePop,1995,29728
Iran (Islamic Republic of),364,FemalePop,2000,32477
Iran (Islamic Republic of),364,FemalePop,2005,34326
Iran (Islamic Republic of),364,FemalePop,2010,36711
Iran (Islamic Republic of),364,FemalePop,2015,39274
Maldives,462,Pop,1990,223
Maldives,462,Pop,1995,254
Maldives,462,Pop,2000,280
Maldives,462,Pop,2005,305
Maldives,462,Pop,2010,333
Maldives,462,Pop,2015,364
Maldives,462,MalePop,1990,114
Maldives,462,MalePop,1995,129
Maldives,462,MalePop,2000,142
Maldives,462,MalePop,2005,153
Maldives,462,MalePop,2010,167
Maldives,462,MalePop,2015,182
Maldives,462,FemalePop,1990,109
Maldives,462,FemalePop,1995,125
Maldives,462,FemalePop,2000,138
Maldives,462,FemalePop,2005,152
Maldives,462,FemalePop,2010,166
Maldives,462,FemalePop,2015,181
Nepal,524,Pop,1990,18742
Nepal,524,Pop,1995,21391
Nepal,524,Pop,2000,23740
Nepal,524,Pop,2005,25507
Nepal,524,Pop,2010,26876
Nepal,524,Pop,2015,28514
Nepal,524,MalePop,1990,9299
Nepal,524,MalePop,1995,10796
Nepal,524,MalePop,2000,11806
Nepal,524,MalePop,2005,12641
Nepal,524,MalePop,2010,13091
Nepal,524,MalePop,2015,13816
Nepal,524,FemalePop,1990,9443
Nepal,524,FemalePop,1995,10595
Nepal,524,FemalePop,2000,11935
Nepal,524,FemalePop,2005,12866
Nepal,524,FemalePop,2010,13785
Nepal,524,FemalePop,2015,14697
Pakistan,586,Pop,1990,107608
Pakistan,586,Pop,1995,122600
Pakistan,586,Pop,2000,138250
Pakistan,586,Pop,2005,153356
Pakistan,586,Pop,2010,170044
Pakistan,586,Pop,2015,188925
Pakistan,586,MalePop,1990,55779
Pakistan,586,MalePop,1995,63357
Pakistan,586,MalePop,2000,71330
Pakistan,586,MalePop,2005,79029
Pakistan,586,MalePop,2010,87415
Pakistan,586,MalePop,2015,97052
Pakistan,586,FemalePop,1990,51829
Pakistan,586,FemalePop,1995,59243
Pakistan,586,FemalePop,2000,66921
Pakistan,586,FemalePop,2005,74327
Pakistan,586,FemalePop,2010,82629
Pakistan,586,FemalePop,2015,91873
Sri Lanka,144,Pop,1990,17331
Sri Lanka,144,Pop,1995,18248
Sri Lanka,144,Pop,2000,18784
Sri Lanka,144,Pop,2005,19526
Sri Lanka,144,Pop,2010,20201
Sri Lanka,144,Pop,2015,20715
Sri Lanka,144,MalePop,1990,8750
Sri Lanka,144,MalePop,1995,9166
Sri Lanka,144,MalePop,2000,9369
Sri Lanka,144,MalePop,2005,9626
Sri Lanka,144,MalePop,2010,9830
Sri Lanka,144,MalePop,2015,9979
Sri Lanka,144,FemalePop,1990,8580
Sri Lanka,144,FemalePop,1995,9083
Sri Lanka,144,FemalePop,2000,9415
Sri Lanka,144,FemalePop,2005,9900
Sri Lanka,144,FemalePop,2010,10371
Sri Lanka,144,FemalePop,2015,10736
Armenia,51,Pop,1990,3545
Armenia,51,Pop,1995,3223
Armenia,51,Pop,2000,3076
Armenia,51,Pop,2005,3015
Armenia,51,Pop,2010,2963
Armenia,51,Pop,2015,3018
Armenia,51,MalePop,1990,1719
Armenia,51,MalePop,1995,1528
Armenia,51,MalePop,2000,1445
Armenia,51,MalePop,2005,1479
Armenia,51,MalePop,2010,1523
Armenia,51,MalePop,2015,1400
Armenia,51,FemalePop,1990,1825
Armenia,51,FemalePop,1995,1695
Armenia,51,FemalePop,2000,1631
Armenia,51,FemalePop,2005,1536
Armenia,51,FemalePop,2010,1440
Armenia,51,FemalePop,2015,1618
Azerbaijan,31,Pop,1990,7217
Azerbaijan,31,Pop,1995,7771
Azerbaijan,31,Pop,2000,8118
Azerbaijan,31,Pop,2005,8563
Azerbaijan,31,Pop,2010,9100
Azerbaijan,31,Pop,2015,9754
Azerbaijan,31,MalePop,1990,3535
Azerbaijan,31,MalePop,1995,3803
Azerbaijan,31,MalePop,2000,3966
Azerbaijan,31,MalePop,2005,4218
Azerbaijan,31,MalePop,2010,4510
Azerbaijan,31,MalePop,2015,4856
Azerbaijan,31,FemalePop,1990,3681
Azerbaijan,31,FemalePop,1995,3967
Azerbaijan,31,FemalePop,2000,4151
Azerbaijan,31,FemalePop,2005,4345
Azerbaijan,31,FemalePop,2010,4590
Azerbaijan,31,FemalePop,2015,4898
Bahrain,48,Pop,1990,496
Bahrain,48,Pop,1995,564
Bahrain,48,Pop,2000,667
Bahrain,48,Pop,2005,867
Bahrain,48,Pop,2010,1261
Bahrain,48,Pop,2015,1377
Bahrain,48,MalePop,1990,286
Bahrain,48,MalePop,1995,325
Bahrain,48,MalePop,2000,381
Bahrain,48,MalePop,2005,521
Bahrain,48,MalePop,2010,787
Bahrain,48,MalePop,2015,854
Bahrain,48,FemalePop,1990,210
Bahrain,48,FemalePop,1995,239
Bahrain,48,FemalePop,2000,286
Bahrain,48,FemalePop,2005,346
Bahrain,48,FemalePop,2010,474
Bahrain,48,FemalePop,2015,524
Cyprus,196,Pop,1990,767
Cyprus,196,Pop,1995,855
Cyprus,196,Pop,2000,943
Cyprus,196,Pop,2005,1033
Cyprus,196,Pop,2010,1104
Cyprus,196,Pop,2015,1165
Cyprus,196,MalePop,1990,389
Cyprus,196,MalePop,1995,432
Cyprus,196,MalePop,2000,475
Cyprus,196,MalePop,2005,522
Cyprus,196,MalePop,2010,563
Cyprus,196,MalePop,2015,594
Cyprus,196,FemalePop,1990,378
Cyprus,196,FemalePop,1995,424
Cyprus,196,FemalePop,2000,468
Cyprus,196,FemalePop,2005,510
Cyprus,196,FemalePop,2010,540
Cyprus,196,FemalePop,2015,571
Georgia,268,Pop,1990,5460
Georgia,268,Pop,1995,5067
Georgia,268,Pop,2000,4744
Georgia,268,Pop,2005,4475
Georgia,268,Pop,2010,4250
Georgia,268,Pop,2015,4000
Georgia,268,MalePop,1990,2595
Georgia,268,MalePop,1995,2406
Georgia,268,MalePop,2000,2245
Georgia,268,MalePop,2005,2111
Georgia,268,MalePop,2010,2018
Georgia,268,MalePop,2015,1908
Georgia,268,FemalePop,1990,2865
Georgia,268,FemalePop,1995,2661
Georgia,268,FemalePop,2000,2499
Georgia,268,FemalePop,2005,2364
Georgia,268,FemalePop,2010,2232
Georgia,268,FemalePop,2015,2092
Iraq,368,Pop,1990,17478
Iraq,368,Pop,1995,20218
Iraq,368,Pop,2000,23575
Iraq,368,Pop,2005,27018
Iraq,368,Pop,2010,30868
Iraq,368,Pop,2015,36423
Iraq,368,MalePop,1990,8824
Iraq,368,MalePop,1995,10200
Iraq,368,MalePop,2000,11899
Iraq,368,MalePop,2005,13660
Iraq,368,MalePop,2010,15608
Iraq,368,MalePop,2015,18437
Iraq,368,FemalePop,1990,8655
Iraq,368,FemalePop,1995,10018
Iraq,368,FemalePop,2000,11676
Iraq,368,FemalePop,2005,13358
Iraq,368,FemalePop,2010,15260
Iraq,368,FemalePop,2015,17986
Israel,376,Pop,1990,4499
Israel,376,Pop,1995,5332
Israel,376,Pop,2000,6014
Israel,376,Pop,2005,6604
Israel,376,Pop,2010,7420
Israel,376,Pop,2015,8064
Israel,376,MalePop,1990,2245
Israel,376,MalePop,1995,2633
Israel,376,MalePop,2000,2964
Israel,376,MalePop,2005,3258
Israel,376,MalePop,2010,3665
Israel,376,MalePop,2015,3999
Israel,376,FemalePop,1990,2254
Israel,376,FemalePop,1995,2698
Israel,376,FemalePop,2000,3050
Israel,376,FemalePop,2005,3346
Israel,376,FemalePop,2010,3755
Israel,376,FemalePop,2015,4065
Jordan,400,Pop,1990,3358
Jordan,400,Pop,1995,4320
Jordan,400,Pop,2000,4767
Jordan,400,Pop,2005,5333
Jordan,400,Pop,2010,6518
Jordan,400,Pop,2015,7595
Jordan,400,MalePop,1990,1764
Jordan,400,MalePop,1995,2270
Jordan,400,MalePop,2000,2483
Jordan,400,MalePop,2005,2763
Jordan,400,MalePop,2010,3360
Jordan,400,MalePop,2015,3889
Jordan,400,FemalePop,1990,1594
Jordan,400,FemalePop,1995,2051
Jordan,400,FemalePop,2000,2284
Jordan,400,FemalePop,2005,2570
Jordan,400,FemalePop,2010,3158
Jordan,400,FemalePop,2015,3706
Kuwait,414,Pop,1990,2059
Kuwait,414,Pop,1995,1637
Kuwait,414,Pop,2000,1929
Kuwait,414,Pop,2005,2264
Kuwait,414,Pop,2010,3059
Kuwait,414,Pop,2015,3892
Kuwait,414,MalePop,1990,1098
Kuwait,414,MalePop,1995,957
Kuwait,414,MalePop,2000,1133
Kuwait,414,MalePop,2005,1328
Kuwait,414,MalePop,2010,1724
Kuwait,414,MalePop,2015,2186
Kuwait,414,FemalePop,1990,961
Kuwait,414,FemalePop,1995,680
Kuwait,414,FemalePop,2000,797
Kuwait,414,FemalePop,2005,935
Kuwait,414,FemalePop,2010,1335
Kuwait,414,FemalePop,2015,1706
Lebanon,422,Pop,1990,2703
Lebanon,422,Pop,1995,3033
Lebanon,422,Pop,2000,3235
Lebanon,422,Pop,2005,3987
Lebanon,422,Pop,2010,4337
Lebanon,422,Pop,2015,5851
Lebanon,422,MalePop,1990,1333
Lebanon,422,MalePop,1995,1504
Lebanon,422,MalePop,2000,1605
Lebanon,422,MalePop,2005,2026
Lebanon,422,MalePop,2010,2212
Lebanon,422,MalePop,2015,2939
Lebanon,422,FemalePop,1990,1370
Lebanon,422,FemalePop,1995,1529
Lebanon,422,FemalePop,2000,1630
Lebanon,422,FemalePop,2005,1961
Lebanon,422,FemalePop,2010,2125
Lebanon,422,FemalePop,2015,2912
Oman,512,Pop,1990,1812
Oman,512,Pop,1995,2192
Oman,512,Pop,2000,2239
Oman,512,Pop,2005,2507
Oman,512,Pop,2010,2944
Oman,512,Pop,2015,4491
Oman,512,MalePop,1990,1009
Oman,512,MalePop,1995,1300
Oman,512,MalePop,2000,1255
Oman,512,MalePop,2005,1401
Oman,512,MalePop,2010,1756
Oman,512,MalePop,2015,2979
Oman,512,FemalePop,1990,803
Oman,512,FemalePop,1995,892
Oman,512,FemalePop,2000,985
Oman,512,FemalePop,2005,1106
Oman,512,FemalePop,2010,1188
Oman,512,FemalePop,2015,1512
Qatar,634,Pop,1990,476
Qatar,634,Pop,1995,501
Qatar,634,Pop,2000,593
Qatar,634,Pop,2005,837
Qatar,634,Pop,2010,1766
Qatar,634,Pop,2015,2235
Qatar,634,MalePop,1990,319
Qatar,634,MalePop,1995,330
Qatar,634,MalePop,2000,386
Qatar,634,MalePop,2005,558
Qatar,634,MalePop,2010,1330
Qatar,634,MalePop,2015,1624
Qatar,634,FemalePop,1990,157
Qatar,634,FemalePop,1995,171
Qatar,634,FemalePop,2000,208
Qatar,634,FemalePop,2005,279
Qatar,634,FemalePop,2010,435
Qatar,634,FemalePop,2015,612
Saudi Arabia,682,Pop,1990,16361
Saudi Arabia,682,Pop,1995,18854
Saudi Arabia,682,Pop,2000,21392
Saudi Arabia,682,Pop,2005,24745
Saudi Arabia,682,Pop,2010,28091
Saudi Arabia,682,Pop,2015,31540
Saudi Arabia,682,MalePop,1990,9155
Saudi Arabia,682,MalePop,1995,10504
Saudi Arabia,682,MalePop,2000,11782
Saudi Arabia,682,MalePop,2005,13810
Saudi Arabia,682,MalePop,2010,15820
Saudi Arabia,682,MalePop,2015,17836
Saudi Arabia,682,FemalePop,1990,7207
Saudi Arabia,682,FemalePop,1995,8350
Saudi Arabia,682,FemalePop,2000,9610
Saudi Arabia,682,FemalePop,2005,10935
Saudi Arabia,682,FemalePop,2010,12271
Saudi Arabia,682,FemalePop,2015,13704
State of Palestine,275,Pop,1990,2101
State of Palestine,275,Pop,1995,2618
State of Palestine,275,Pop,2000,3224
State of Palestine,275,Pop,2005,3579
State of Palestine,275,Pop,2010,4069
State of Palestine,275,Pop,2015,4668
State of Palestine,275,MalePop,1990,1063
State of Palestine,275,MalePop,1995,1327
State of Palestine,275,MalePop,2000,1634
State of Palestine,275,MalePop,2005,1815
State of Palestine,275,MalePop,2010,2063
State of Palestine,275,MalePop,2015,2367
State of Palestine,275,FemalePop,1990,1038
State of Palestine,275,FemalePop,1995,1292
State of Palestine,275,FemalePop,2000,1589
State of Palestine,275,FemalePop,2005,1764
State of Palestine,275,FemalePop,2010,2006
State of Palestine,275,FemalePop,2015,2302
Syrian Arab Republic,760,Pop,1990,12452
Syrian Arab Republic,760,Pop,1995,14332
Syrian Arab Republic,760,Pop,2000,16354
Syrian Arab Republic,760,Pop,2005,18133
Syrian Arab Republic,760,Pop,2010,20721
Syrian Arab Republic,760,Pop,2015,18502
Syrian Arab Republic,760,MalePop,1990,6326
Syrian Arab Republic,760,MalePop,1995,7281
Syrian Arab Republic,760,MalePop,2000,8303
Syrian Arab Republic,760,MalePop,2005,9277
Syrian Arab Republic,760,MalePop,2010,10479
Syrian Arab Republic,760,MalePop,2015,9367
Syrian Arab Republic,760,FemalePop,1990,6125
Syrian Arab Republic,760,FemalePop,1995,7051
Syrian Arab Republic,760,FemalePop,2000,8051
Syrian Arab Republic,760,FemalePop,2005,8856
Syrian Arab Republic,760,FemalePop,2010,10242
Syrian Arab Republic,760,FemalePop,2015,9136
Turkey,792,Pop,1990,53995
Turkey,792,Pop,1995,58522
Turkey,792,Pop,2000,63240
Turkey,792,Pop,2005,67861
Turkey,792,Pop,2010,72310
Turkey,792,Pop,2015,78666
Turkey,792,MalePop,1990,26637
Turkey,792,MalePop,1995,28820
Turkey,792,MalePop,2000,31114
Turkey,792,MalePop,2005,33364
Turkey,792,MalePop,2010,35525
Turkey,792,MalePop,2015,38675
Turkey,792,FemalePop,1990,27358
Turkey,792,FemalePop,1995,29702
Turkey,792,FemalePop,2000,32126
Turkey,792,FemalePop,2005,34496
Turkey,792,FemalePop,2010,36786
Turkey,792,FemalePop,2015,39991
United Arab Emirates,784,Pop,1990,1811
United Arab Emirates,784,Pop,1995,2350
United Arab Emirates,784,Pop,2000,3050
United Arab Emirates,784,Pop,2005,4482
United Arab Emirates,784,Pop,2010,8329
United Arab Emirates,784,Pop,2015,9157
United Arab Emirates,784,MalePop,1990,1192
United Arab Emirates,784,MalePop,1995,1566
United Arab Emirates,784,MalePop,2000,2066
United Arab Emirates,784,MalePop,2005,3186
United Arab Emirates,784,MalePop,2010,6232
United Arab Emirates,784,MalePop,2015,6708
United Arab Emirates,784,FemalePop,1990,620
United Arab Emirates,784,FemalePop,1995,784
United Arab Emirates,784,FemalePop,2000,984
United Arab Emirates,784,FemalePop,2005,1296
United Arab Emirates,784,FemalePop,2010,2097
United Arab Emirates,784,FemalePop,2015,2449
Yemen,887,Pop,1990,11961
Yemen,887,Pop,1995,15266
Yemen,887,Pop,2000,17795
Yemen,887,Pop,2005,20504
Yemen,887,Pop,2010,23592
Yemen,887,Pop,2015,26832
Yemen,887,MalePop,1990,5924
Yemen,887,MalePop,1995,7741
Yemen,887,MalePop,2000,9001
Yemen,887,MalePop,2005,10356
Yemen,887,MalePop,2010,11918
Yemen,887,MalePop,2015,13553
Yemen,887,FemalePop,1990,6037
Yemen,887,FemalePop,1995,7525
Yemen,887,FemalePop,2000,8794
Yemen,887,FemalePop,2005,10149
Yemen,887,FemalePop,2010,11674
Yemen,887,FemalePop,2015,13279
Belarus,112,Pop,1990,10232
Belarus,112,Pop,1995,10160
Belarus,112,Pop,2000,9952
Belarus,112,Pop,2005,9641
Belarus,112,Pop,2010,9492
Belarus,112,Pop,2015,9496
Belarus,112,MalePop,1990,4800
Belarus,112,MalePop,1995,4765
Belarus,112,MalePop,2000,4673
Belarus,112,MalePop,2005,4502
Belarus,112,MalePop,2010,4414
Belarus,112,MalePop,2015,4414
Belarus,112,FemalePop,1990,5432
Belarus,112,FemalePop,1995,5395
Belarus,112,FemalePop,2000,5279
Belarus,112,FemalePop,2005,5139
Belarus,112,FemalePop,2010,5078
Belarus,112,FemalePop,2015,5082
Bulgaria,100,Pop,1990,8821
Bulgaria,100,Pop,1995,8358
Bulgaria,100,Pop,2000,8001
Bulgaria,100,Pop,2005,7683
Bulgaria,100,Pop,2010,7407
Bulgaria,100,Pop,2015,7150
Bulgaria,100,MalePop,1990,4349
Bulgaria,100,MalePop,1995,4093
Bulgaria,100,MalePop,2000,3898
Bulgaria,100,MalePop,2005,3740
Bulgaria,100,MalePop,2010,3606
Bulgaria,100,MalePop,2015,3473
Bulgaria,100,FemalePop,1990,4472
Bulgaria,100,FemalePop,1995,4265
Bulgaria,100,FemalePop,2000,4102
Bulgaria,100,FemalePop,2005,3942
Bulgaria,100,FemalePop,2010,3801
Bulgaria,100,FemalePop,2015,3676
Czech Republic,203,Pop,1990,10324
Czech Republic,203,Pop,1995,10336
Czech Republic,203,Pop,2000,10263
Czech Republic,203,Pop,2005,10231
Czech Republic,203,Pop,2010,10507
Czech Republic,203,Pop,2015,10543
Czech Republic,203,MalePop,1990,5012
Czech Republic,203,MalePop,1995,5022
Czech Republic,203,MalePop,2000,4992
Czech Republic,203,MalePop,2005,4982
Czech Republic,203,MalePop,2010,5155
Czech Republic,203,MalePop,2015,5180
Czech Republic,203,FemalePop,1990,5312
Czech Republic,203,FemalePop,1995,5314
Czech Republic,203,FemalePop,2000,5271
Czech Republic,203,FemalePop,2005,5249
Czech Republic,203,FemalePop,2010,5351
Czech Republic,203,FemalePop,2015,5363
Hungary,348,Pop,1990,10385
Hungary,348,Pop,1995,10352
Hungary,348,Pop,2000,10224
Hungary,348,Pop,2005,10096
Hungary,348,Pop,2010,10015
Hungary,348,Pop,2015,9855
Hungary,348,MalePop,1990,4988
Hungary,348,MalePop,1995,4946
Hungary,348,MalePop,2000,4865
Hungary,348,MalePop,2005,4792
Hungary,348,MalePop,2010,4757
Hungary,348,MalePop,2015,4691
Hungary,348,FemalePop,1990,5397
Hungary,348,FemalePop,1995,5406
Hungary,348,FemalePop,2000,5359
Hungary,348,FemalePop,2005,5304
Hungary,348,FemalePop,2010,5258
Hungary,348,FemalePop,2015,5164
Poland,616,Pop,1990,38195
Poland,616,Pop,1995,38592
Poland,616,Pop,2000,38486
Poland,616,Pop,2005,38464
Poland,616,Pop,2010,38575
Poland,616,Pop,2015,38612
Poland,616,MalePop,1990,18572
Poland,616,MalePop,1995,18728
Poland,616,MalePop,2000,18681
Poland,616,MalePop,2005,18643
Poland,616,MalePop,2010,18671
Poland,616,MalePop,2015,18674
Poland,616,FemalePop,1990,19623
Poland,616,FemalePop,1995,19864
Poland,616,FemalePop,2000,19805
Poland,616,FemalePop,2005,19820
Poland,616,FemalePop,2010,19904
Poland,616,FemalePop,2015,19938
Republic of Moldova,498,Pop,1990,4364
Republic of Moldova,498,Pop,1995,4339
Republic of Moldova,498,Pop,2000,4201
Republic of Moldova,498,Pop,2005,4158
Republic of Moldova,498,Pop,2010,4084
Republic of Moldova,498,Pop,2015,4069
Republic of Moldova,498,MalePop,1990,2080
Republic of Moldova,498,MalePop,1995,2073
Republic of Moldova,498,MalePop,2000,2011
Republic of Moldova,498,MalePop,2005,1991
Republic of Moldova,498,MalePop,2010,1964
Republic of Moldova,498,MalePop,2015,1956
Republic of Moldova,498,FemalePop,1990,2284
Republic of Moldova,498,FemalePop,1995,2267
Republic of Moldova,498,FemalePop,2000,2190
Republic of Moldova,498,FemalePop,2005,2166
Republic of Moldova,498,FemalePop,2010,2121
Republic of Moldova,498,FemalePop,2015,2113
Romania,642,Pop,1990,23489
Romania,642,Pop,1995,22965
Romania,642,Pop,2000,22128
Romania,642,Pop,2005,21408
Romania,642,Pop,2010,20299
Romania,642,Pop,2015,19511
Romania,642,MalePop,1990,11580
Romania,642,MalePop,1995,11284
Romania,642,MalePop,2000,10825
Romania,642,MalePop,2005,10439
Romania,642,MalePop,2010,9860
Romania,642,MalePop,2015,9451
Romania,642,FemalePop,1990,11910
Romania,642,FemalePop,1995,11681
Romania,642,FemalePop,2000,11303
Romania,642,FemalePop,2005,10969
Romania,642,FemalePop,2010,10439
Romania,642,FemalePop,2015,10060
Russian Federation,643,Pop,1990,147569
Russian Federation,643,Pop,1995,148293
Russian Federation,643,Pop,2000,146401
Russian Federation,643,Pop,2005,143623
Russian Federation,643,Pop,2010,143158
Russian Federation,643,Pop,2015,143457
Russian Federation,643,MalePop,1990,69087
Russian Federation,643,MalePop,1995,69571
Russian Federation,643,MalePop,2000,68511
Russian Federation,643,MalePop,2005,66836
Russian Federation,643,MalePop,2010,66390
Russian Federation,643,MalePop,2015,66644
Russian Federation,643,FemalePop,1990,78481
Russian Federation,643,FemalePop,1995,78723
Russian Federation,643,FemalePop,2000,77890
Russian Federation,643,FemalePop,2005,76786
Russian Federation,643,FemalePop,2010,76768
Russian Federation,643,FemalePop,2015,76813
Slovakia,703,Pop,1990,5278
Slovakia,703,Pop,1995,5363
Slovakia,703,Pop,2000,5386
Slovakia,703,Pop,2005,5385
Slovakia,703,Pop,2010,5407
Slovakia,703,Pop,2015,5426
Slovakia,703,MalePop,1990,2578
Slovakia,703,MalePop,1995,2611
Slovakia,703,MalePop,2000,2616
Slovakia,703,MalePop,2005,2612
Slovakia,703,MalePop,2010,2621
Slovakia,703,MalePop,2015,2630
Slovakia,703,FemalePop,1990,2700
Slovakia,703,FemalePop,1995,2752
Slovakia,703,FemalePop,2000,2770
Slovakia,703,FemalePop,2005,2774
Slovakia,703,FemalePop,2010,2786
Slovakia,703,FemalePop,2015,2796
Ukraine,804,Pop,1990,51370
Ukraine,804,Pop,1995,50812
Ukraine,804,Pop,2000,48746
Ukraine,804,Pop,2005,46795
Ukraine,804,Pop,2010,45647
Ukraine,804,Pop,2015,44824
Ukraine,804,MalePop,1990,23885
Ukraine,804,MalePop,1995,23684
Ukraine,804,MalePop,2000,22686
Ukraine,804,MalePop,2005,21701
Ukraine,804,MalePop,2010,21095
Ukraine,804,MalePop,2015,20759
Ukraine,804,FemalePop,1990,27485
Ukraine,804,FemalePop,1995,27128
Ukraine,804,FemalePop,2000,26060
Ukraine,804,FemalePop,2005,25095
Ukraine,804,FemalePop,2010,24553
Ukraine,804,FemalePop,2015,24064
Channel Islands,830,Pop,1990,141
Channel Islands,830,Pop,1995,144
Channel Islands,830,Pop,2000,149
Channel Islands,830,Pop,2005,154
Channel Islands,830,Pop,2010,160
Channel Islands,830,Pop,2015,164
Channel Islands,830,MalePop,1990,68
Channel Islands,830,MalePop,1995,70
Channel Islands,830,MalePop,2000,73
Channel Islands,830,MalePop,2005,76
Channel Islands,830,MalePop,2010,79
Channel Islands,830,MalePop,2015,81
Channel Islands,830,FemalePop,1990,72
Channel Islands,830,FemalePop,1995,74
Channel Islands,830,FemalePop,2000,76
Channel Islands,830,FemalePop,2005,78
Channel Islands,830,FemalePop,2010,81
Channel Islands,830,FemalePop,2015,83
Denmark,208,Pop,1990,5140
Denmark,208,Pop,1995,5233
Denmark,208,Pop,2000,5338
Denmark,208,Pop,2005,5418
Denmark,208,Pop,2010,5551
Denmark,208,Pop,2015,5669
Denmark,208,MalePop,1990,2535
Denmark,208,MalePop,1995,2584
Denmark,208,MalePop,2000,2640
Denmark,208,MalePop,2005,2682
Denmark,208,MalePop,2010,2753
Denmark,208,MalePop,2015,2814
Denmark,208,FemalePop,1990,2606
Denmark,208,FemalePop,1995,2649
Denmark,208,FemalePop,2000,2698
Denmark,208,FemalePop,2005,2735
Denmark,208,FemalePop,2010,2798
Denmark,208,FemalePop,2015,2855
Estonia,233,Pop,1990,1565
Estonia,233,Pop,1995,1433
Estonia,233,Pop,2000,1399
Estonia,233,Pop,2005,1356
Estonia,233,Pop,2010,1332
Estonia,233,Pop,2015,1313
Estonia,233,MalePop,1990,732
